timestamp,symbol,funding_rate,predicted_rate,open_interest
1754591471302,"DOT",-0.0018960162336102537,-0.0020531234373991074,3595632.7429811377
1754562671302,"DOT",-0.0032273951061127537,-0.0024666163842577047,5696550.795248231
1754533871302,"DOT",-0.0016743072671515935,-0.0023735552060235947,5413139.423575544
1754505071302,"DOT",0.004582332609030014,0.003684623997298175,5170587.078489125
1754476271302,"DOT",0.004660089238667116,0.005228553782845711,1683969.169323597
1754447471302,"DOT",-0.0047054935418782765,-0.003849206395730195,3192136.4950482035
1754418671302,"DOT",-0.0028431562587265136,-0.0035530175989308037,4434769.784668028
1754389871302,"DOT",0.0012365067999168945,0.0018452174264955677,2097831.434326053
1754361071302,"DOT",0.004613235014375265,0.0036192245551593047,1052428.379097882
1754332271302,"DOT",0.0025108429890767893,0.003203815886756012,5528098.794013371
1754303471302,"DOT",-0.002876552300408397,-0.003847803544690643,1948849.8384221755
1754274671302,"DOT",-0.004918298492309512,-0.004592067220231673,3714131.2028091
1754245871302,"DOT",-0.0023261840654551992,-0.0013609920214373596,2994855.9279231126
1754217071302,"DOT",-0.0014532628311602692,-0.0006875875207224747,4684226.940106139
1754188271302,"DOT",0.004234715340586364,0.003997748182904081,2213537.5670466432
1754159471302,"DOT",-0.004151627671693612,-0.004466018547157768,2672043.8784159953
1754130671302,"DOT",-0.004234266198408574,-0.004258315378381724,1055002.7343759984
1754101871302,"DOT",-0.00272085515600794,-0.002036189817674231,3437582.748231628
1754073071302,"DOT",-0.0008176293946008206,-0.00113670322051812,2798259.5428561554
1754044271302,"DOT",-0.0046677732293757025,-0.005073328745411447,4221235.264251692
1754015471302,"DOT",0.0017814317596117357,0.0018463546110378298,1180448.2394192219
1753986671302,"DOT",0.0016851617876442937,0.0015017759619364826,5270569.667675104
1753957871302,"DOT",-0.002776102373332645,-0.0023016145554611784,4190016.7168020834
1753929071302,"DOT",0.003220602039267384,0.003791467223650434,2156504.354368698
1753900271302,"DOT",-0.0022448686292606637,-0.002130048778538445,3886362.737794982
1753871471302,"DOT",-0.001853091353735683,-0.0027051215281591037,1861081.4487819863
1753842671302,"DOT",0.0018105310981548972,0.002707974818961197,3913916.2078424552
1753813871302,"DOT",0.0021741841001255337,0.003026892712539418,3467661.6377822147
1753785071302,"DOT",-0.002870961846834281,-0.003846688394146037,1171401.9928809118
1753756271302,"DOT",-0.0001876444325949356,0.0006051717805774909,4293243.53650162
1753727471302,"DOT",0.004162410085133408,0.004177306577553416,1031101.737135194
1753698671302,"DOT",-0.002066967732205054,-0.0011347828930912181,1726357.6607254385
1753669871302,"DOT",0.0024303977766047934,0.0025335727270498734,1790415.6323460287
1753641071302,"DOT",0.0012089612882057565,0.000637619184833313,1176736.6620978361
1753612271302,"DOT",-0.004733538362187255,-0.0044056769801644425,5404246.102669974
1753583471302,"DOT",-0.004245353509440131,-0.004376875656969,2817757.430754436
1753554671302,"DOT",0.003624631087032335,0.0026994344368651184,1782724.385964123
1753525871302,"DOT",0.0019440931839320651,0.0015773375478512412,4721990.005064229
1753497071302,"DOT",-0.004197723888368856,-0.004332061900912986,5749098.2493098555
1753468271302,"DOT",0.0019423272288998407,0.0025841722076954893,3927172.953862761
1753439471302,"DOT",-0.004060627967326978,-0.004312554767527453,1893958.1549072363
1753410671302,"DOT",-0.0047115046279393715,-0.0051123523381846935,3883880.6110960026
1753381871302,"DOT",-0.0029414726251672787,-0.0021940350249395643,3171568.9245028445
1753353071302,"DOT",-0.002940573076561439,-0.003315315695607777,5609488.861366754
1753324271302,"DOT",0.0029506295523687156,0.002112122352431616,2143902.9152120836
1753295471302,"DOT",0.0016738206375712106,0.0009651798429152705,4027877.894829544
1753266671302,"DOT",0.0020733500056659684,0.0012962434961968972,4252006.300829759
1753237871302,"DOT",-0.0006658115007371035,-0.0015035686590201495,4573872.9045988675
1753209071302,"DOT",0.0034384137123292624,0.003831079011782799,4918188.820514146
1753180271302,"DOT",-0.0008615635932220189,-0.0004022248852976537,5944983.214645508
1753151471302,"DOT",0.000006597972503659122,0.0006286242995409612,5009821.395568289
