timestamp,symbol,funding_rate,predicted_rate,open_interest
1754591471302,"ETH",-0.0035957754907956787,-0.003745600696373784,24273164.6358381
1754562671302,"ETH",-0.0031358450362802804,-0.0035702026025014725,10205459.77813201
1754533871302,"ETH",0.004487794115125312,0.004011509448962121,26889371.73487994
1754505071302,"ETH",0.003641752591764871,0.002963374965142285,29000631.03959653
1754476271302,"ETH",0.0001880924042434695,0.0007457925524308324,22766607.088017203
1754447471302,"ETH",0.0047359842606449635,0.004765041333282083,12095973.088450514
1754418671302,"ETH",-0.004655578416989626,-0.0036983692591263857,23875718.97972342
1754389871302,"ETH",-0.004277996822640839,-0.0034651196294881057,27891160.876035295
1754361071302,"ETH",-0.00458018179595902,-0.004752485716299916,19943160.06682787
1754332271302,"ETH",0.00022783453169179292,-0.00036975974806405265,13824270.107694732
1754303471302,"ETH",-0.002560346910413858,-0.0030387580298744626,9614270.137542276
1754274671302,"ETH",-0.002498308208155009,-0.0029075813761891616,27017314.70110713
1754245871302,"ETH",0.0028332417404109767,0.002584163704147565,13556994.2896152
1754217071302,"ETH",-0.0018260605318720557,-0.0009878204206319077,14761766.561653424
1754188271302,"ETH",0.0019552805772574543,0.0024251027901716236,8316090.915976439
1754159471302,"ETH",0.00022278320225342042,-0.00013293084512247644,28651685.701329775
1754130671302,"ETH",0.0035321289029337133,0.003311743089738422,14308894.994737066
1754101871302,"ETH",-0.003883575051798656,-0.004025080954088285,12340223.207902648
1754073071302,"ETH",-0.004101155764502735,-0.0036269677269984207,14765506.08311394
1754044271302,"ETH",0.0027889193229310716,0.0025233270381651704,22072778.43980709
1754015471302,"ETH",-0.003786001281002429,-0.004544341844585148,8705225.569330383
1753986671302,"ETH",-0.0022780031026688663,-0.003271903163872979,23164750.575747266
1753957871302,"ETH",-0.0038009862393725727,-0.004250993214532395,21550620.541068085
1753929071302,"ETH",0.004639505268303248,0.004916424713937611,5304802.364371576
1753900271302,"ETH",0.0017634833477569445,0.001970915093463593,29544352.165082432
1753871471302,"ETH",-0.000142019849628916,-0.00016751969304225377,27606754.32255234
1753842671302,"ETH",-0.002929278990472184,-0.003075383223976896,10235399.260830803
1753813871302,"ETH",0.004062529433579214,0.0040844741175049175,24359291.3849556
1753785071302,"ETH",-0.00387299019763367,-0.0037950234815887504,18943040.566686228
1753756271302,"ETH",-0.0029512450690035207,-0.0028561122645776042,14245893.023295678
1753727471302,"ETH",0.0013095360390167011,0.0021386823728459644,17841053.852274437
1753698671302,"ETH",0.003929944698539263,0.004869033205686386,22395275.046627488
1753669871302,"ETH",-0.0003199288348728113,-0.00006526382880358384,20963683.050940707
1753641071302,"ETH",0.0020352708001899165,0.0012910134892425227,5175924.177021064
1753612271302,"ETH",0.004291845321096779,0.004038566548538942,15015188.668942694
1753583471302,"ETH",0.0019326669368326633,0.001685550785732644,15550852.153731838
1753554671302,"ETH",0.004755879592052397,0.0057329719840589636,17880292.84310005
1753525871302,"ETH",0.0016260049833664292,0.0009987750772171289,20486963.95654994
1753497071302,"ETH",-0.0009129692916701138,-0.0006659513175697094,18786598.414058115
1753468271302,"ETH",0.0007509261441686799,0.0016880371368299461,5612923.629601448
1753439471302,"ETH",-0.0009910349963205723,-0.0005025930842139465,5559921.806138141
1753410671302,"ETH",-0.00045585058901716604,-0.00005551110529684243,22975868.13058979
1753381871302,"ETH",0.003221673785400303,0.003687323082554298,26511959.250330403
1753353071302,"ETH",-0.004027232531421336,-0.004040872041760657,26281577.58349773
1753324271302,"ETH",0.0016136682726649344,0.001104707617388027,26703216.54064595
1753295471302,"ETH",0.0035838237188236047,0.0029587078227202154,6734557.61577826
1753266671302,"ETH",-0.0031827675517286692,-0.0041251854790299745,20441514.917181175
1753237871302,"ETH",-0.0024980916394800622,-0.002322166129948079,24527550.04914308
1753209071302,"ETH",-0.0012588285714994908,-0.0010740850846208368,19154557.437889576
1753180271302,"ETH",-0.00010067048379344579,0.0008082771337956531,9089667.684875792
1753151471302,"ETH",-0.003379892163187337,-0.003092489449947454,25724886.761697922
1753122671302,"ETH",-0.0028928670053955962,-0.0020902947168096623,29439371.883398037
1753093871302,"ETH",0.0008473605350017843,0.00037054220575184125,9508111.965081047
1753065071302,"ETH",-0.0031995186079854187,-0.0036029733451011002,12509976.998289376
1753036271302,"ETH",0.0042891370385795494,0.0038180904390036864,10330320.29476213
1753007471302,"ETH",-0.001209318543933091,-0.00051725661395619,21270516.860918757
1752978671302,"ETH",-0.002941215882363042,-0.003618538410900805,16448921.555612214
1752949871302,"ETH",-0.0006416377989251254,0.00010164027441626278,17745785.01888262
1752921071302,"ETH",0.00210929859590826,0.0024580188957412253,28005469.158648126
1752892271302,"ETH",-0.0021142207886130906,-0.0028349494062329173,16900724.80383585
